Source.Category.Code,Source.category.name,Source.subcategory,Source.subcategory.name,Agency.code,Agency.name,Bureau.code,Bureau.name,Account.code,Account.name,Treasury.Agency.code,On..or.off.budget,FY,amount
936,Customs Duties,00,Custom Duties and Fees,901,Governmental Receipts,00,Governmental Receipts,031050,Other Federal Fund Customs Duties,99,On-budget,1999,12007000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,001,Legislative Branch,25,Library of Congress,517510,"Fees from Jukebox, Satellite and Cable Television for Operating Costs, Copyright Office",03,On-budget,1999,215000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,001,Legislative Branch,40,United States Tax Court,502310,"Fees for Independent Counsel, Tax Court Independent Counsel, U.S. Tax Court",23,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,002,Judicial Branch,00,Judicial Branch,504000,Referees' Salary and Expense Fund,10,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,002,Judicial Branch,00,Judicial Branch,510010,"Filing Fees, U.S. Courts, Judiciary",10,On-budget,1999,107000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,002,Judicial Branch,00,Judicial Branch,510110,"Fees, Registry Administration, Judiciary",10,On-budget,1999,3000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,005,Department of Agriculture,00,Department of Agriculture,507010,"License Fees and Defaults, Perishable Agricultural Commodities Act Fund",12,On-budget,1999,8000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,005,Department of Agriculture,00,Department of Agriculture,516110,"1990 Food, Agricultural Quarantine Inspection Fees",12,On-budget,1999,172000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,510210,"Fees, North Pacific Fisher Observer Fund",13,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,511910,"Fees, Fishing Vessel and Gear Damage Compensation Fund",13,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,512010,"Fees, Fishermen's Contingency Fund",13,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,512210,"Fees, Foreign Fishing Observer's Fund",13,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,528410,"Permit Title Registration Fees, Limited Access System Administration Fund",13,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,543910,"Access Fees, Western Pacific Sustainable Fisheries Fund",13,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,559810,"Fees, North Pacific Fishery Observer Fund",13,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,010921,"Federal tax withheld from payments to non-resident aliens, Army",21,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,010957,"Federal tax withheld from payments to non-resident aliens, Air Force",57,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,019917,"Miscellaneous taxes, not otherwise classified, Navy",17,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,833700,"Contributions, Host National Support for U.S. Relocation Activities",97,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,835810,"Contributions from Japan, Support for U.S. Relocation to Guam Activities",97,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,010900,Federal tax withheld from payments to non-resident aliens,75,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,573310,"Receipts, Risk Adjustment Program",75,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,573410,"Deposits, Collections for Child Support",75,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,573510,"Contributions, Transitional Reinsurance Program",75,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,800549,"FHI Trust Fund, Civil Penalties and Damages",75,On-budget,1999,69000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,501510,Coal mining reclamation fees,14,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,501560,"Abandoned Mine Reclamation Fund, Reclamation Fees",14,On-budget,1999,276000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,506310,"Civil Penalties, Office of Surface Mining Reclamation and Enforcement",14,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,511110,Hardrock Reclamation Fees,14,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,513700,Migratory bird hunting stamps,14,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,513710,Migratory Bird Hunting Stamps,14,On-budget,1999,25000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,514110,"National Indian Gaming Commission, Gaming Activity Fees",14,On-budget,1999,5000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,524100,"Fines, Penalties, and Forfeitures from Migratory Bird Treaty Act, North American Wetlands Conservation Fund",14,On-budget,1999,1000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,836531,"Indian Tribal Funds, Fines, Penalties, and Forfeitures, (including George C. Edgeter, Contributions for Advancement)",14,On-budget,1999,2000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,083400,Breached bond penalties,15,On-budget,1999,8000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,085400,"Registration Fees, DEA",15,On-budget,1999,16000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,104000,"Fines, Penalties, and Forfeitures, Customs, Commerce, and Antitrust Laws",15,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,504110,"Fines, Penalties, and Forfeitures, Crime Victims Fund",15,On-budget,1999,985000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,504210,"Forfeited Cash and Proceeds from the Sale of Forfeited Property, Assets Forfeiture Fund",15,On-budget,1999,558000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,507310,"Fees for bankruptcy oversight, U.S. trustees system",15,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,508610,"Immigration Legalization, Justice",15,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,508700,"Immigration User Fee, Justice (Governmental Receipt)",15,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,508800,"Immigration examinations fee, TCJ (Governmental Reciept)",15,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,012,Department of Labor,00,Department of Labor,813010,"Longshoremen's and Harbor Workers Compensation Act, Receipts, Special Workers'",16,On-budget,1999,133000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,012,Department of Labor,00,Department of Labor,813410,"Workmen's Compensation Act within District of Columbia, Receipts, Special Workers'",16,On-budget,1999,10000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,014,Department of State,00,Department of State,083000,"Immigration, Passport, and Consular Fees",20,On-budget,1999,501000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,010900,Federal tax withheld from payments to non-resident aliens,20,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,019900,"Miscellaneous Taxes, not Otherwise Classified",20,On-budget,1999,4000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,040100,"Proceeds from Exercise of Warrants, Air Transportation Stabilization Board",20,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,040110,"Proceeds from Exercise of Warrants, Air Transportation Stabilization Board",20,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,065000,"Deposit of Earnings, Federal Reserve System",20,On-budget,1999,25917000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,084000,"Patent, trademark, and copyright fees",20,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,085000,"Registration, Filing, and Transaction Fees",20,On-budget,1999,6000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,085015,"Registration, Filing, and Transaction Fees, SEC",95,On-budget,1999,1174000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086100,"Charges for Expenses, Settlement of International Claims",20,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086400,"Filing Fees, P.L. 109-171, Title X",10,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086600,Transitional Reinsurance Contributions to the General Fund,20,On-budget,1999,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086900,"Fees for Legal and Judicial Services, not Otherwise Classified",20,On-budget,1999,61000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,089100,"Miscellaneous Fees for Regulatory and Judicial Services, not Otherwise Classified",20,On-budget,1999,7000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,101000,"Fines, Penalties, and Forfeitures, Agricultural Laws",20,On-budget,1999,2000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,102000,"Fines, Penalties, and Forfeitures, Economic Stabilization Laws",20,On-budget,1999,1000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,103000,"Fines, Penalties, and Forfeitures, Immigration and Labor Laws",20,On-budget,1999,74000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,104000,"Fines, Penalties, and Forfeitures, Customs, Commerce, and Antitrust Laws",20,On-budget,1999,95000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,105000,"Fines, Penalties, and Forfeitures, Narcotic Prohibition and Alcohol Laws",20,On-budget,1999,1000
